Title,Contents,Keyword
    크리에이터  주차 과제   홍보영상   , 안뇽 혠이에요 이제     콘텐츠 크리에이터 활동도  주만을 남겨두고 있어요여태 어플을 사용하며 제가 느낀비타의 가장 큰 장점은 템플릿이라고 생각해요 영상 편집 기술이나 아이디어가 뛰어나지 않아도 템플릿에 재료만 넣으면 다양한 컨셉의 영상이 순식간에 완성되기 때문이에요   콘텐츠 크리에이터 활동이 끝나고도 저의 짧은 일상이나 기억하고 싶은 순간들을 영상으로 만들고 싶을 땐  를 계속해서 사용할 생각이에요 그래서 이번  주차 과제에서는 제가  주간 만들었던 영상들을 모아 모든 순간들을 담아낼 수 있다는 메시지를 담은영상을 간단히 제작해 봤어요 기록용으로 업로드합니다    , 영상     콘텐츠     크리에이터     활동     사용   
 마녀공장 비비크림  자연스러운 허벌 모이스트  크림  , 안녕하세요 혠이에요 오랜만에 마녀공장 리뷰 포스팅으로 돌아왔어요   오늘 소개할 마녀공장 제품은 마녀공장 허벌 후레시 모이스트 비비크림이에요 원래 쓰던 파운데이션의 지속력의 한계를 느끼고 바꿔야 되겠단 생각이 들던 찰나  마녀공장 허벌 모이스트  크림의 후기들이 전체적으로 괜찮아서 호다닥 데려왔습니다   깔끔하고 왠지 미니미 해서 귀여워 보이는 비비크림 정가는  원이지만 다양한 사이트에서 할인을 하고 있기 때문에  만 원대에 구매가 가능합니다 자 이제 설레는 마음으루다가  크림을 뜯어봅시다   마녀공장 허벌 모이스트  크림의유통기한은  년이에요 년이 짧아 보이지만 양이 많은 편이 아니라서 그 기간 내에 가뿐하게 다 쓸 수 있을 것 같아요   특이점이 있다면 호수가 따로 없고 원 컬러예요 저는 무난하디 무난한  호를 사용하고 있는데  바르면 딱 자연스럽게 피부 톤이 정리된 느낌이에요 호이신 분들은 톤그로 걱정 없이 구매하셔도 될 거 같아요   이제 와 다시 보니 제품 설명에 적힌 말들 다 맞는 말임 피부 답답함 없고  가볍고  산뜻하고  잡티 모공 가려주는 자연스러운 비비크림      얼굴에 바르기 전에 손에 먼저 짜서 발라봤는데 질퍽하지 않고 묽은 질감이었어요 질퍽할수록 화장할 때 잘 밀리기도 하고 답답한 느낌이 있는데역시 순하고  자연 스러운 마녀공장이라 그런지크림이 전체적으로 가벼운 느낌이었답니다   하얀 선 아래쪽이  크림을 바른 쪽인데 톤에 큰 변화는 보이지 않으나모공과 주름이 확실히 가려짐   크림은 바르기 전과 후의 사진이에요 어떤가요 저는 볼에 주근깨와 홍조 같은 잡티가 있어서그게 좀 콤플렉스인데  크림 하나만으로도잡티들이 어느 정도 커버가 된 듯했어요   물론 앞구르기 뒤구르기 하면서 봐도 컨실러는 못 따라감 학생 메이크업이나 가벼운 쌩얼 메이크업할 때 바르기 좋을 듯한 느낌이에요 대충 피부에 블러 처리하고 밝기 조금 올린 것 마냥 화사해져서 전 요새 이거 하나만 바르고 외출을 나가곤 해요 피부 화장 대충 대충 하는 편인데 답답함도 없고 산뜻해서 한동안 이거만 쓰려고 고집할 거 같아요   이건 파우더 처리를 따로 하지 않고 코만 찍은 사진이에요 많  많이 반들반들 하진 않죠   아무튼 제가 코에 특 히  모공이 많고 넓은데 크림을 바르니까 자연스럽게 모공이 가려지더라고요두껍지는 않으면서 모공은 웬만큼 다 가려져서 만족스러웠답니다  평소 자연스럽고 옅은 메이크업을 하시는 분들에게 추천하고 싶은 비비크림이에요   해당 글은 마녀공장으로부터 제품을 지원받아 직접 사용해보고 작성한 솔직한 리뷰입니다 , 크림     마녀     공장     비비     피부   
 본다빈치 서포터즈  부산 전시회 감성사진관  월 발렌타인데이 이벤트   , 안녕하세요 혠입니다   이제 내일이면 발렌타인데이예요 발렌타인데이에 연인에게 선물할 초콜릿  준비하셨나요  있는지 물어보는 게 예의 아니냐 오늘은 설레는 발렌타인데이를 맞아 부산 관광지로 유명한 본다빈치스퀘어 부산점에서진행하는 커플 이벤트를 소개해드리려고 해요   부산 데이트 코스로 유명한 본다빈치에는반고흐 빌리지 전과 감성 사진관  두 가지 전시가 있죠 반 고흐의 아름다운 명화를 영상으로도 볼 수 있는 반고흐 빌리지 전과 예쁜 인생샷을 마구마구 건질 수 있는감성사진관 중 여러분 커플 의 취향은 무엇인가요   관람 취향을 알려준   커플에게는 추첨을 통해 본다빈치 입장권을 선물해준다고 해요혠커플은 서로의 사진을 많이 찍는 편이라감성사진관이 좀 더 취향인 것 같아요    그럼 이벤트는 어떻게 참여하느냐  참여 방법은 간단해도 너무 간단해요 본다빈치 인스타그램 계정에 댓글을 남겨주면 참여 완료 월  일 금요일까지 진행되는 이벤트니까 빠르게 가서 댓글 적고 옵시다  초콜릿도 먹고 전시회도 보며 연인과 함께 달콤하고 행복한 밸런타인데이 보내시길 바라요  그럼 안녕  반고흐빌리지전 부산 예매처     감성사진관 부산 예매처      , 부산     다빈치     커플     감성     사진관   
 픽스아트 스티커꾸미기  덕지덕지 빈티지 스꾸    ,   요즘 심심할 때마다 하는 스티커 꾸미기완전 덕지덕지한 스꾸지만 잼나당   , 요즘     스티커     완전     덕지덕지     스꾸   
 박카스 컨피던스  시험기간 카페인 음료를 마셔 보았다  , 안녕하세요 혠입니다   저는 중고등학생 때부터 건강하지 못하게공부하는 버릇이 있었어요 시험 전날이 되어서야  급한 마음에 커피를 몇 캔이나 드링킹한다던가 그것도 부족하면 핫식스  또 부족하면 스누피   세 살 버릇 여든 간다고 자격증 공부할 때도 같네요 워드랑 컴활 동시에 신청해놓고 전날이 되어서야발등에 불이 떨어져서 황급히 공부를 시작했어요답 없죠   이번엔 박카스에 컨피던스를 섞어 먹으면 밤을 잘 샐 수 있다는 정보를 어디서 들어서밤새기 전 박카스 컨피던스를 섞섞하여 마셔봤습니다 딱 봐도 몸에 좋아 보이진 않아서 급하지 않다면 말리고 싶다만이걸 검색하는 분이라면 급해서 들어온 거겠죠 가격은 두 개 합쳐서  천 원 나왔어요 아니  웬만한 커피 한 잔보다 저렴하잖아   텀블러에 얼음을 적당량 넣어주고 박카스 랑 컨피던스를 와르르 부어줍니다   텀블러 공간이 부족해서 얼음을 좀 빼줬습니다 음료가 냉장고에 있었다면 얼음은 조금만 있어도 괜찮을 거 같아요   그리고 이제 마셔주면 끝 후기 비타   같은 맛으로 꽤 맛있어요그래서 음료수 마시듯이 계속 마시게 돼요마시기 전보다 확실히 덜 졸리고심장이 막 빠르게 뛰진 않는데 은은하게 두근거리는 느 낌   효과 사실 별로 기대는 안 했는데 생각보다 괜찮았습니다제 컨디션이 이날따라 괜찮았는진 모르겠지만개인적으로 커피 마시는 거보다훨씬 효과 좋은 듯했어요 시험이  시 반이었는데  시부터 졸려 죽을 것 같아서커피 한잔 더 태워먹었어요근데도 졸려서  시까지  시간 정도 잤어요   결론  새벽에 공부할 땐 멀쩡하나 아침에 졸려 죽는다아예 밤새는 건 역시 쉽지 않다 시험은 잘 봤습니다운빨이었겠지만 박카스 컨피던스 덕이라고 생각할래요 호호 그럼 다들 파이팅 하세요당신의 불타는 새벽이 빛을 발하길 바랍니다 , 공부     커피     박카스     컨피던스     시험   
 본다빈치 서포터즈  부산 데이트 코스 감성사진관 반고흐 빌리지전  월 할인 이벤트  , 안녕하세요 혠이에요 오늘은 부산 전시회로 유명한 본다빈치 부산점의할인 이벤트를 소개하러 왔어요   이제 개강이 한 달 정도 남았네요 요즘 밖에 나가는 게 두렵긴 하지만그렇다고 온종일 집에만 있을 수도 없으니까요 데이트 코스를 고민하고 있는 부산 분들은 마스크 단단히 착용하시고가깝고 따뜻한 본다빈치 스퀘어에다녀오시는 건 어떨까 싶어요   본다빈치 스퀘어 부산점에는인생샷 남기기 좋은 감성사진관과재해석 된 반고흐의 작품들이 가득한 반고흐 빌리지 전이 있죠   달콤하고 로맨틱한  월을 맞아 감성사진관과 반고흐빌리지전의 가격이 성인  원에서  원 할인되어 각각  원으로 적용됩니다   본다빈치  월 이벤트 기간은 월  일 수요일부터 월  일 일요일까지 정보 참고해서 저렴하게 다녀오세요 인터파크 본다빈치 스퀘어 예매하기   해당 포스팅은 본다빈치 서포터즈 활동으로 티켓을 제공 받고 작성되었습니다 , 다빈치     부산     스퀘어     반고흐     할인   
 본다빈치 서포터즈  부산 전시회 추천  본다빈치 스퀘어 부산점   , 안녕하세요 혠이에요 제가 본다빈치 서포터즈를 시작하게 되었어요   일정이 맞지 않아 아쉽게도 발대식은 다녀오지 못했지만개인적으로 티켓과 기타 본다빈치 굿즈들을 발송해주신다고 하셔서 넘나 기대되는 상태랍니다   부산 데이트 코스로 입소문 난 본다빈치는 반 고흐  헤르만 헤세 등 유명한 작가들의 명화를 한국 고유의 기술에 접목한 뮤지엄이에요 본다빈치는 현재 국내에는 능동점  감성사진관  부산점 총  곳이 있고태국에도  곳이 있어요    이 중에서 오늘 소개할 전시관은 부산점인데부산점에는 현재 반고흐 빌리지  와 감성사진관이 전시중이에요   반 고흐와 인상주의 작품에 관심이 있다면 고흐의 작품을 다차원적으로 표현한 반고흐 빌리지로  감성 가득한 예쁜 사진들을 건지고 싶은 사람이라면 몽환적인 감성사진관으로 가는 걸 추천해요   둘 다 가는 건 더 추천  특히 감성 사진관은 서로 사진 찍어주기도 좋아서 데이트 코스로 강추하는 곳이이에요   부산 관광지 본다빈치 전시시간 평일        입장마감  매달 마지막주 수요일  문화가 있는 날   연장운영        입장마감  매주 월요일  휴관   작품도 보고 좋은 추억도 쌓으며 사진까지 남겨오기 좋은 본다빈치 스퀘어 부산 여행 코스로 추천해요    본다빈치 부산점 반고흐빌리지 예매처   본다빈치 부산점 감성사진관 예매처 해당 포스팅은 본다빈치 서포터즈 활동으로 티켓을 제공 받고 작성되었습니다 , 다빈치     부산     감성     사진관     코스   
 픽스아트 템플릿  누구보다 빠르게 야매 스꾸하기  , 안녕하세요 혠이에요   픽스아트 구경 하다가 픽스아트 계정에몇 개의 템플릿이 있는 걸 발견했어요 사진 꾸미는 걸 잘 못해서 늘 고민이었는데바로바로 적용할 수 있는 템플릿이 있어서 너무 편하더라고요  각각의 픽스아트 템플릿을 적용해보고 싶다면 사진 아래 링크 누른 뒤         버튼 누르기 사진 아래 글자는 템플릿에서 제가 변경한 사항들입니다   배경 변경스티커 이동   배경색 변경 단계 불투명도 낮춤   스티커 이동 단계 효과 건너뛰기     스티커 이동   배경 변경배경 사진 크기 자르기   노이즈 낮춤   템플릿에 포함된 배경 빼고모두 다 제가 찍은 사진입니다  퍼가지 말고 느낌 참고만 해주세요  그럼 모두들 행복한 하루 보내세용 , 템플릿     사진     배경     변경     픽스   
    크리에이터  주차 과제  설날   , 안냐세영 혠입니다      마케팅 크리에이터 활동을 한 지벌써  주를 넘어 한달이 다 되어가요 처음엔 자주 튕기고 템플릿 문자 수정도 안 돼서 여러모로 아쉬운 점들이 많았는데  지금은 어플이 업데이트 돼서 이전보다 훨씬 사용하기 편해졌어요   예쁜 템플릿도 자주 업데이트 돼서 얼른 다양한 컨셉으로 영상을 만들어보고 싶어요       두근두근   주차 과제는 설날이었어요 저는 설날때 가족들과 같이 요리하고 친척들과 함께 이야기 하면서 놀았는데 소소하지만 그 모습들을 담아봤어요기록용으로 영상 올립니당    , 자주     템플릿     업데이트     영상     설날   
 픽스아트 흑과백  배경은 흑백  특정 부분만 컬러로 만들어주는 효과  , 안녕 혠입니다   벌써 세 번째 픽스아트 포스팅이네요          오늘은 픽스아트 흑과백 필터로 선택한 부분만 컬러감을 준 사진을 만들어보겠서요    원하는 사진을 불러온 뒤  아래 메뉴의 효과 버튼을 눌러줘요저는 자몽 에이드의 빨간 부분만 남기는 작업을 해볼 거예요      칸을 누르고 오른쪽으로 쭉  가다 보면 흑과백이 있답니다 적용 버튼 말고  위에 지우기 버튼을 눌러줄게요    아래 메뉴에서 지우개를 선택한 상태로 색을 남길 부분을 칠해주시면 돼요    세심한 칠이 필요할 땐 지우개 크기를 줄여주고 막 칠할 땐 지우개 크기를 키워줍니다 여기서 꿀팁 만약 색을 남겨야 할 대상이 사람이라면 지우개 메뉴 옆 사람 모양 메뉴를 눌러주면 돼요   물체라면  힘들겠지만 세심하게 칠해주세요  넹    지우기 완성했으면 적용 버튼 누르기   쟈쟈쟌  픽스아트 흑과백 을 이용하면 아주 빠르게 특정 부분만 컬러가 남아있는 사진을 만들어낼 수 있답니다 응용작   대충 요래요래 해주시면 됩니다   픽스아트 흑과백 필터로 특정 부분만 컬러감 남기기 완성 그럼 다음 포스팅에서 만나요 안녕   , 부분     픽스     아트     메뉴     버튼   
    크리에이터  주차 과제  핫플레이스   , 블로그 오랜만 저는 요즘 영상 만드는데 심취해서 블로그를 잠시 놓고 있어요 곧 돌아올 거니까 이웃 끊지 말아요 엉엉    주차 주제는 먹방과 공부였는데 얼굴이 초췌갑이어서 올리지 못했어요      저는 과천 서울대공원 동물원과영통 카페 아라를 주제로 해서영상을 제작해보았어요 를 몇주간 사용해본 결과 매우  잘 튕기면서도  예뻐서 차마 놓지 못 하는 어플  이라 생각   개발자분들 조금만 더 힘내주세요 서포터즈 활동하며 템플릿으로 짧게 만들어봤는데 기록용으로 영상 남겨요   , 영상     블로그     주제     요즘     심취   
    마케팅 콘텐츠 크리에이터  기 발대식 다녀왔어요   , 안뇽하세요 혠입니당 제가 스노우에서 새로 출시한 영상 편집 어플    의  기 크리에이터가 되었어요 그래서 수요일에 발대식을 다녀왔답니다 아침부터 기차타고 슝슝        전날까지 연락이 없어서 떨어졌나 보다 생각할 찰나에 도착한 합격 메일 서포터즈는 해봤지만 발대식은 난생처음이라서 되게 신났어옄    크래프톤 타워 넘나 큰 것  거의  분을 헤매다 겨우 도착해서 맨 앞자리에 착석    발대식 들어가기 전 슬쩍슬쩍 회사 봤는데직원분들 넘나 멋지고 자유로워 보이는 분위기였어요 언젠간 이런 곳에서 일해보고 싶다는 꿈이 생긴 날이었어요   네이버 간지 서포터즈 활동에 대해 설명하기 전에스노우에 대한 다양한 퀴즈로 분위기도 풀고 좋은 분위기로 발대식이 진행되었어요 적극적인 분들이 많으셔서 우수 서포터즈는 왠지 힘들 거 같다는 생각이 들었지만 그래도 즐거운 시간이었어요     자기소개할까 봐 한껏 쫄았는데 시키지 않아서 다행이었어여 팀 활동도 없고 오프라인 모임도 따로 없는 활동이라 그런 듯 해요   앞으로 이 카테고리에는 제가   서포터즈 활동을 하며 만든 영상들을 업로드할 것 같아요   영상 잘 만들면   어플 템플릿에 등록이 된다거나 유튜브에 업로드될 수도 있다고 해서 굉장히 두근두근입니다  두 달간 열심히 활동해 보겠서요 그럼  , 활동     발대식     서포터즈     영상     분위기   
 향기좋은 바디워시  마녀공장 바닐라부티크 허그 퍼퓸 바디워시   , 안녕하세요 혠이에요 년 새해 잘 보내고 계시나요 저번 포스팅이  년이었는데 정말 오랜만에 블로그 포스팅을 하네요  코쓱       저는 겨울이 되면 피부가 건조해서 각질이 일어나는 편인데  그럴수록 바디워시를 더   촉촉한 걸로다가골라야 할 거 같더라고요   그렇게 선택한 게 바닐라부티크 허그 퍼퓸 바디워시 피부 저자극 테스트가 완료된 약산성 제품이에요 비록 저는 겨울철 각질때문에 바디워시를 바꾼 거지만평소에도 피부가 예민하고 민감하면 이런 약산성 바디워시나 약산성 샴푸로 바꿔보는 것도 괜찮을 거 같아요    그렇지만 화해에 검색해보니 주의 성분 중 한 가지인 향료  성분이 포함되어 있더라고요이 성분 쪽으로 피부가 민감한 분들이라면 알아두시는 게 좋을 듯해요   그래도 다른 주의 성분은 포함 되지 않아서 저는 안심하고 사용했어요믿고 쓰는 마녀공장  건성 관련 성분이 많이 들어간 걸 보니 보습  습윤에 많이 집중한 것 같아요   로 아담한 사이즈에귀여운 비주얼의 허그 퍼퓸 바디워시용량 대비 비싼 느낌이지만 성분이 좋은 편이니까 용서한다 바디워시가 아기자기해서 집들이 선물용으로도 무난할 거 같고자취생들이나  인 가구에서 사용하기 좋을 거 같아용   펌핑형이라서 사용할 때 양 조절도 쉽고 편했어요 근데 펌프 처음 돌릴 때 열리진 않고 계속 돌아가기만 해서 위로 팍 뜯었더니 그제서야 돌아가더라고요 하핫쓰기도 전에 부숴버린 줄 알았어요    두 세번 정도 짜면 적당한 양이 나오는 듯 투명한 색에 타제품들에 비해 묽은 제형이에요좀 특이한 건 향이 정말 좋았어요   괜히 향기 좋은 바디워시로 입소문이 난 게 아님 과하지도 않고 은은하게 퍼지는 꽃향기가 나서기분 좋게 씻을 수 있었어요   거품이 많이 나진 않지만 쓰는데 큰 불편함은 없었어요오히려 거품 많이 나면 안 좋은 성분이 많이 들어간 거라는 말도 들어서이 정도로 만족함 바디워시 자체가 묽어서 그런지 거품이 많이 안나도 부드럽게 잘 발려요   바디워시를 쓰고 나서 약간의 각질 일어남이 있긴 한데 따가움이나 당김 현상이 없는 걸 보니타제품보단 보습이 잘 되는 편인 듯해요바디로션 한번 덧발라주면 괜찮을 거 같아요  아 그리고 씻고 난 뒤에도 몸에서 은은한 향이 나서 괜히 기분이 좋아져여 씻고 침대에 누우면 향긋한 향기에 취해서 꿀잠 잘 듯 보송보송     추가로 이쯤에서 해보는 세정력 테스트왼쪽부터 순서대로 아이섀도  아이라이너  필기용 붓펜  틴트예요   흐  흐르지 마 바디워시를 비빈 후 때처럼 나오는 것은 때가 아닌 붓펜 찌꺼기인 것이에요   화장품을 지우기 위해서 바디워시를 사용하는 것은 아니지만  이 정도로 세정력도 괜찮다 라는 것을 보여주기 위한 것이에요 약간의 붓펜 흔적만 남기고 화장품류는 다 잘 지워져요  웬만한 클렌저 필요 없을 거 같아요 내 점수는   별 네 개      향기좋은 바디워시  마녀공장 바닐라부티크   허그 퍼퓸 바디워시    장점    세정력 괜찮음    향기가 은은하고 좋음    성분이 순한 바디워시    타제품보다 보습이 잘 됨    단점    향료 포함되어 있음    가격 대비 작은 사이즈       해당 후기는 마녀공장으로부터 제품을 제공받은 뒤 작성되었습니다 , 바디     성분     워시     제품     향기   
 삼성 노트북 자동부팅  덮개 열면 바로 전원 켜지는 현상 해결  , 안녕하세요 혠입니다오늘은 삼성 노트북 덮개 열면 바로 전원이 켜지는 현상을 해결하는 방법을 알려드릴게요    윈도우 검색창에     를 검색해요    가장 첫 화면에 뜨는 자동부팅을  꺼짐 으로 만들어주면 됩니다 음  네   엄청 간단하죠   덮개를 열 때 바로 시작하게 만들고 싶다면 반대로 자동부팅을 켜주면 돼요   이대로 포스팅을 끝내긴 아쉬워서한 가지를 더 쓰고 가려고 해요 이동이 잦은 분들은 보통 노트북 덮개를 닫을 때  전원 꺼짐 이 아닌  절전 이 되도록 하잖아요 저는 밖에선 노트북을 잘 사용하지도 않을뿐더러덮개를 닫아놓고 절전 상태로 며칠을 지낸 적이 많아서 덮개를 닫으면 바로 전원이 꺼지도록 설정해뒀어요    설정 창에 제어판을 검색해요    하드웨어 및 소리로 들어갑니다    전원 옵션 메뉴의 전원 단추 동작 변경을 누릅니다     덮개를 닫을 때  칸에 절전으로 설정되어 있던 것을 시스템 종료로 변경해줘요  변경 내용 저장까지 하면 끝   , 덮개     전원     노트북     바로     검색   
 뱅크샐러드 카카오뱅크 연동  기다리고 기다려  드디어 시작  , 안녕  혠이에요 드디어 기다리고 기다리던 뱅크샐러드 카카오뱅크 연동이 시작되었어요  카카오 연동 몇 년 전부터 기다린 사람 나야 나  나야 나 뭐 얼마 있지도 않은 돈이지만그래도 한눈에 볼 수 있으니 속이 얼마나 뻥 뚫리게요     뱅크샐러드를 켜면 바로 첫 번째 화면에 뜨는 이 버튼을 누릅니다   그리고 오른쪽 하단 제가 빨갛게 표시해둔 버튼을 누릅니다   계좌번호를 입력해요 카카오뱅크 연동은 입출금 통장  예적금 계좌만 가능하며 세이브 박스 등은 연동이 안 되는 것 같습니다계좌번호 모를 땐 계좌번호를 모릅니다 버튼 누르고카카오뱅크로 가서 계좌번호 알아오면 돼요   계좌를 여러 개 등록하고 싶다면 계좌 추가를  하나만 등록할 거라면 확인 버튼을 눌러요   추가 정보 확인을 해야 되는데  빈칸을 채워주면 돼요 저는 다른 건 다 연동이 되었는지 주소만 입력했고 두 번째 계좌 등록부터는 주소도 입력하지 않아도 바로 연동이 가능하더라고요   연동 시작을 눌러주면 끝이에요  뱅크샐러드 카카오뱅크 연동 완료 간단하죠   자 이제 첫 화면에서 카카오뱅크의 잔액이 합쳐진 걸 볼 수 있답니다 속이 뻥 뚫리는 순간   추가로  사용하다 보니 알게 된 건데타 은행과는 다르게 카카오뱅크는  일 조회 가능 횟수가 정해져 있나 봐요 너무 많이 조회하면 카카오뱅크 잔액 조회가 하루 동안 되지 않는 현상이 나타날 수 있으니 이 점 알아두는 게 좋을 거예요   그럼 다들 오늘도 행복한 하루 보내세요   , 뱅크     카카오     연동     계좌     버튼   
 수원 행궁동 예쁜 카페 부터    , 안녕 혠이에요 며칠 전 행궁동에 다녀왔을 때밥 먹고 늦게까지 여는 카페를 찾아다녔어요대부분의 수원 화성 카페는  시나  시에 닫아서 이리저리 돌아다니다 결국 가게 된 곳은 카페  부터  오전  시부터 오후  시까지 영업하는 곳이었어요     경기도 수원시 팔달구 화서문로  번길  예쁜 곳이 많은 카페거리 오늘 소개할 카페 부터는 저번에 포스팅한  파스타집  바로 옆에 위치해요   딱 보기에도 감성 카페 느낌 낭낭한 곳들어가기 전부터 사진을 얼마나 찍어댔는지 몰라요   인스타 갬성   행궁동 예쁜 카페 부터영업시간   시    시     카페 부터는  층으로만 이뤄진 카페예요주택 개조 카페로   층은 가정집인 듯했어요 살짝 보이는 정원에는 반려견 출입이 가능하다고 합니다   요즘 같은 날씨엔 추워서 정원은 무리인 듯하고 따뜻할 때에는 밖에서 커피 한잔하는 것도 좋을 거 같아요  너무 추워서 저희는 사진만 간단히 몇 장 찍고 바로 카페 안으로 들어왔어요밖에서 마시는 사람 아무도 없음   수원 행궁동 예쁜 카페부터 메뉴 가격은 비싼 편이었지만터무니없는 정도는 아닌 듯했어요 일반적인 갬성 카페 가격인 듯해요   카페 한켠에는 병맥주도 있었어요저녁  시까지 하기 때문에 커피뿐만 아니라 간단하게 맥주 한잔하고 싶을 때도 오기 좋을 거 같아요   어두운 조명  우드톤의 책상과 의자 따뜻하고 차분한 분위기의 행궁동 카페 부터  좌석은 생각보다 꽤 많은 듯했어요 노트북 하거나 음료 마시기 편한 좌석도 많아서 너무 마음에 들었어요   카페 한 쪽에는 케이스와 엽서 등도 판매하고 있었어요요즘 카페에서 굿즈들도 많이 팔더라고요 케이스 가격은  만 원대  엽서는 한 장에  원구매하진 않았으나 구경하는 재미가 있었어요   저는 요거트 스무디 원 를 주문했고친구는 따뜻한 고구마 라떼 원 를 주문했어요 요거트스무디는 타 카페보다는 묽었지만 맛있었고고구마라떼는 마치 전자레인지로 살짝 돌린 듯 엄청 빨리 식었어요 그러나 맛있긴 맛있었답니다   최대한 갬성적으로 찍어보려 했으나결국 남은 건 외로워 보이는 꽃과 음료들뿐   책상이 편해서 친구는 노트북으로  그리고 저는 폰으로 블로그 포스팅을 열심히 했어요폰 배터리 없었는데 카페 직원분께서 충전도 해주셔서 감사했어요 근데 주차하실 때 좀 조심해야 될 거 같아요카페 앞이 거주자 우선 주차 구역이라서 자칫하면 견인된답니당걸어서  분 거리에 장안동 공영주차장이 있으니 그곳을 이용하시길 바라요   행궁동 예쁜 카페  부터  리뷰 끝 다들 즐거운 크리스마스 보내세요 , 카페     행궁동     부터     가격     주차   
 수원 파스타집  행궁동 데이트 하기 좋은 곳  , 안뇽 혠이에요   오랜만에 나봉이랑 만나서 수원 행궁동에 놀러 왔어요 년간 수원에 거주하며  행궁동에 예쁜 곳이 많다는 얘기는 종종 들었는데 방문은 거의 처음이라 기대가 되었답니다     겉보기에도 분위기가 너무 예쁘죠      저녁에 찍어서 더 분위기 있어 보이는 거 같아요 가게 자체는 작은 편이지만  깔끔해서 데이트하기 좋을 듯해요   파스타집 영업시간 점심        주문 마감  저녁        주문 마감  월요일 휴무 인 이상 예약 필수재료 소진 시 영업종료   수원 행궁동 데이트파스타집 메뉴 수원 화성 근처 카페  음식점들이 대부분 그렇듯여기도 가격이 센 편이에요저희는 두 명이서 봉골레 파스타와 라구 파스타  그리고 트러플 감자튀김을 주문했어요   가게가 작아서 좌석도 적은 편이었어요 인 테이블  개와  인 테이블 한 개가 있었던 걸로 기억해요   저희는 저녁 늦은 시간에 가서 기다리지 않고 바로 자리에 앉을 수 있었어요   은은한 크리스마스 분위기   밥 먹기 전에 바게트 빵 두 조각이 나왔어요함께 나온 오일은 별 맛이 나지 않았고 빵은 바삭하게 맛있었어요   분 정도 기다리고 난 뒤에 파스타 두 개가 함께 나왔어요 양이 너무 적으면 어쩌나 걱정을 했는데 생각보다 양이 많아서 다행이었어요   봉골레  원 조개가 듬뿍 들어간 봉골레 파스타예요국물은 거의 없는 편이었어요  봉골레는 국물 맛이 끝내주는데 살짝 아쉬웠어요   보통 봉골레 파스타는 매운 곳이 많아서  덜 맵게 해주세요 라는 부탁을 꼭 하는데  여기는 그런 말 할 필요가 없을 정도로하 나도 안 맵더라고요   일반적인 봉골레보다는 식감도 맛도 알리오 올리오에 좀 더 가까운 느낌이었어요 평소 많이 먹지 않는 분이라면파스타 하나만으로도 배가 찰 거 같아요   라구 파스타  원 이건 친구가 먹어보고 싶다고 선택한 라구 파스타예요 라구 는 처음 듣는 단어였는데  고기로 만든 미트 소스의 일종이라고 해요 난생처음 접한 음식이라 먹기 전엔 시큼한 냄새에 살짝 놀랐네요   하지만 맛은 정말 맛있어요 저는 불고기 파스타처럼 오묘한 맛이 났고친구는 치즈의 짭조름함도 있다며 맛있게 잘 먹었답니다 냄새만 괜찮다면 한 번쯤 먹어보기 좋을 듯해요   트러플 감자튀김  원 이건 사이드로 주문한 트러플 감자튀김이에요   트러플 이라고 해서 기대를 했는데 딱히 별다른 향은 나지 않았고 버거킹 감자튀김이랑 비슷한 맛이었어요 무난 무난    감자튀김 조금 남기고 배부르게 잘 먹었답니다비쌌지만 깔끔하고 양이 많아서 즐거운 시간이었어요 수원 행궁동 데이트 하기 좋은 파스타집리뷰 끝   , 파스타     봉골레     수원     감자     튀김   
